5981,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1}},false
5982,true,{{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{-1/1,-1/1,-1/1,0/1,-1/1,-1/1},{-1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{-1/1,-1/1,-1/1,0/1,0/1,-1/1}},false
5983,false,{},false
5984,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1,-1/1}},false
5985,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1,-1/1}},false
5986,true,{{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{-1/1,-1/1,-1/1,0/1,-1/1,-1/1}},false
5987,false,{},false
5988,false,{},false
5989,false,{},false
5990,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,1/1,-1/1,-1/1},{0/1,-1/1,-1/1,0/1,-1/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1}},false
5991,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,-1/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
5992,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,-1/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
5993,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1}},false
5994,false,{},false
5995,false,{},false
5996,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1}},false
5997,false,{},false
5998,false,{},false
5999,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,1/1,0/1,-1/1,-1/1},{0/1,-1/1,0/1,1/1,-1/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
6000,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,1/1,0/1,-1/1,-1/1},{0/1,-1/1,0/1,1/1,-1/1,-1/1},{0/1,-1/1,0/1,0/1,-2/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1}},false
6001,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,1/1,0/1,-1/1,-1/1},{0/1,-1/1,0/1,1/1,-1/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
6002,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,1/1,0/1,-1/1,-1/1},{0/1,-1/1,0/1,1/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1}},false
6003,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,1/1,0/1,-1/1,-1/1},{0/1,-1/1,0/1,1/1,-1/1,-1/1},{0/1,-1/1,0/1,0/1,-2/1,-1/1},{0/1,-2/1,0/1,0/1,-2/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1}},false
6004,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,1/1,0/1,-1/1,-1/1},{0/1,-1/1,0/1,1/1,-1/1,-1/1},{0/1,-2/1,0/1,0/1,-1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1}},false
6005,true,{{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,1/1,-1/1,-1/1},{-1/1,0/1,0/1,0/1,-2/1,-2/1},{0/1,0/1,0/1,0/1,-1/1,-1/1},{-1/1,0/1,0/1,0/1,-1/1,-2/1}},false
6006,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,-1/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-2/1,-1/1}},false
6007,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
6008,false,{},false
6009,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
6010,false,{},false
6011,false,{},false
6012,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,-1/1}},false
6013,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,-1/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,-1/1}},false
6014,false,{},false
6015,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,-1/1},{0/1,0/1,-1/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,-1/1}},false
6016,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,-1/1,0/1},{0/1,0/1,0/1,1/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,-1/1}},false
6017,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,-2/1,-1/1},{0/1,0/1,0/1,1/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-2/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,-1/1}},false
6018,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
6019,false,{},false
6020,false,{},false
6021,false,{},false
6022,false,{},false
6023,false,{},false
6024,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
6025,false,{},false
6026,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1}},false
6027,false,{},false
6028,false,{},false
6029,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,1/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
6030,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
6031,false,{},false
6032,false,{},false
6033,false,{},false
6034,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1}},false
6035,false,{},false
6036,false,{},false
6037,false,{},false
6038,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,1/1,0/1,-1/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1},{0/1,-2/1,0/1,-1/1,-1/1,-1/1},{0/1,-1/1,0/1,-1/1,-1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
6039,false,{},false
6040,false,{},false
6041,false,{},false
6042,false,{},false
6043,false,{},false
6044,false,{},false
6045,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,-1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,-1/1,0/1,-1/1,-1/1,-1/1},{0/1,-1/1,0/1,-1/1,0/1,0/1},{0/1,-1/1,0/1,-1/1,0/1,-1/1}},false
6046,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
6047,false,{},false
6048,true,{{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{-1/1,-1/1,0/1,0/1,-1/1,-1/1},{-1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{-1/1,-1/1,0/1,0/1,0/1,-1/1}},false
6049,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,-1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
6050,false,{},false
6051,false,{},false
6052,false,{},false
6053,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,-1/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-2/1,-1/1}},false
6054,false,{},false
6055,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,-1/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-2/1,0/1},{0/1,-1/1,0/1,0/1,-2/1,-1/1}},false
6056,true,{{0/1,0/1,1/1,0/1,-1/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{-1/1,-1/1,0/1,0/1,-2/1,-1/1}},false
6057,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,-1/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,-1/1}},false
6058,false,{},false
6059,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,-1/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1}},false
6060,false,{},false
6061,false,{},false
6062,false,{},false
6063,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,-1/1,-1/1},{0/1,-1/1,0/1,1/1,-1/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
6064,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,-1/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
6065,false,{},false
6066,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,1/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
6067,false,{},false
6068,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
6069,false,{},false
6070,false,{},false
6071,false,{},false
6072,false,{},false
6073,false,{},false
6074,true,{{-1/1,-1/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{-1/1,0/1,0/1,0/1,0/1,0/1},{-1/1,0/1,0/1,0/1,0/1,-1/1}},false
6075,false,{},false
6076,false,{},false
6077,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,1/1,-1/1},{0/1,-1/1,-1/1,-1/1,0/1,-1/1},{0/1,0/1,0/1,-1/1,0/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1}},false
6078,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,1/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
6079,false,{},false
6080,false,{},false
6081,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,1/1,0/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1},{0/1,-1/1,-1/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
6082,false,{},false
6083,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
6084,false,{},false
6085,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
6086,false,{},false
6087,false,{},false
6088,false,{},false
6089,true,{{-1/1,-1/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{-1/1,0/1,0/1,0/1,0/1,0/1},{-1/1,0/1,0/1,0/1,0/1,-1/1}},false
6090,false,{},false
6091,false,{},false
6092,false,{},false
6093,false,{},false
6094,false,{},false
6095,false,{},false
6096,false,{},false
6097,false,{},false
6098,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1,-1/1},{0/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
6099,false,{},false
6100,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
6101,false,{},false
6102,true,{{-1/1,-1/1,-1/1,0/1,-1/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,0/1,-1/1,-1/1}},false
6103,false,{},false
6104,false,{},false
6105,true,{{-1/1,-1/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{-1/1,0/1,0/1,0/1,0/1,0/1},{-1/1,0/1,0/1,0/1,0/1,-1/1}},false
6106,true,{{-1/1,-1/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{-1/1,0/1,0/1,0/1,0/1,0/1},{-1/1,0/1,0/1,0/1,0/1,-1/1}},false
6107,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
6108,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
6109,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
6110,false,{},false
6111,true,{{-1/1,-1/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,0/1,-1/1,-1/1}},false
6112,false,{},false
6113,false,{},false
6114,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,-1/1},{0/1,-1/1,-1/1,0/1,1/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
6115,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,-1/1},{0/1,-1/1,-1/1,0/1,1/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1}},false
6116,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,1/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
6117,false,{},false
6118,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,1/1,0/1,-1/1},{0/1,-1/1,-1/1,0/1,1/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,-2/1}},false
6119,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,1/1,0/1,-1/1},{0/1,-1/1,-1/1,0/1,1/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
6120,false,{},false
6121,false,{},false
6122,false,{},false
6123,false,{},false
6124,true,{{-1/1,-1/1,-1/1,-1/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,-1/1,0/1,-1/1},{0/1,-1/1,-1/1,0/1,1/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1}},false
6125,true,{{-1/1,-1/1,-1/1,-1/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,1/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1}},false
6126,false,{},false
6127,true,{{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,-1/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{-1/1,-1/1,-1/1,-1/1,0/1,-1/1}},false
6128,false,{},false
6129,true,{{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{-1/1,-1/1,-1/1,-1/1,1/1,-1/1},{-1/1,0/1,0/1,-1/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{-1/1,-1/1,-1/1,-1/1,0/1,-1/1}},false
6130,false,{},false
6131,false,{},false
6132,true,{{0/1,0/1,-1/1,0/1,0/1,0/1},{-1/1,-1/1,-1/1,1/1,0/1,-1/1},{-1/1,-1/1,-1/1,0/1,0/1,-1/1},{-1/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{-1/1,-1/1,-1/1,0/1,-1/1,-1/1}},false
6133,false,{},false
6134,false,{},false
6135,false,{},false
6136,false,{},false
6137,false,{},false
6138,false,{},false
6139,true,{{-1/1,-1/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1}},false
6140,false,{},false
6141,true,{{-1/1,-1/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1}},false
6142,false,{},false
6143,false,{},false
6144,true,{{-1/1,-1/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1}},false
6145,false,{},false
6146,false,{},false
6147,false,{},false
6148,false,{},false
6149,false,{},false
6150,false,{},false
6151,false,{},false
6152,false,{},false
6153,false,{},false
6154,false,{},false
6155,false,{},false
6156,true,{{-1/1,-1/1,-1/1,0/1,-1/1,-1/1},{0/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1,-1/1}},false
6157,true,{{-1/1,-1/1,-1/1,0/1,-1/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1,-1/1}},false
6158,false,{},false
6159,true,{{-1/1,-1/1,-1/1,0/1,-1/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1}},false
6160,false,{},false
6161,false,{},false
