0,true,{{-1/1,1/1},{0/1,1/1}},false
1,true,{{-1/1,0/1},{0/1,-1/1}},true
2,true,{{-1/1,0/1},{0/1,1/1}},false
3,true,{{-1/1,0/1},{0/1,1/1}},true
4,false,{},false
